prot1,prot2,gene1,gene2,idm,authors,pub_id,species1,species2,interaction_type,source_databases,interaction_identifiers,confidence_score,biological_role1,biological_role2,exp_role1,exp_role2,interactor_type1,interactor_type2,taxid_host,participant_id_method1,participant_id_method2,service_name,biogrid_experimental_system,biogrid_description,biogrid_type,throughput
P30771,P32600,NAM7,TOR2,"psi-mi:""MI:0090""(protein complementation assay)",Chang Y (2021),pubmed:33566094,taxid:559292,taxid:559292,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:3460526,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0584""(fluorescence acceptor)","psi-mi:""MI:0583""(fluorescence donor)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,PCA,"A protein-protein interaction assay in which a bait protein is expressed as fusion to one of the either N- or C- terminal peptide fragments of a reporter protein and prey protein is expressed as fusion to the complementary N- or C- terminal fragment of the same reporter protein. Interaction of bait and prey proteins bring together complementary fragments, which can then fold into an active reporter.",Physical,High Throughput
P30771,P38873,NAM7,KOG1,"psi-mi:""MI:0004""(affinity chromatography technology)",Chang Y (2021),pubmed:33566094,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:3460554,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0113""(western blot)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,High Throughput
P04147,P30771,PAB1,NAM7,"psi-mi:""MI:0428""(imaging techniques)",Lindstroem M (2022),pubmed:35764627,taxid:559292,taxid:559292,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0463""(biogrid)",biogrid:3537246,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0497""(neutral component)","psi-mi:""MI:0497""(neutral component)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Co-localization,"Interaction is inferred from two proteins that co-localize in the cell by indirect immunofluorescence, usually in a co-dependent manner. This category also includes co-dependent association of proteins with promoter DNA in chromatin immunoprecipitation experiments.",Physical,Low Throughput
P30771,P38788,NAM7,SSZ1,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3704443,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P10591,P30771,SSA1,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3673288,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P11484,P30771,SSB1,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3691470,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P10592,P30771,SSA2,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3712642,intact-miscore:0.53,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P30771,P32589,NAM7,SSE1,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3757111,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P30771,P33416,NAM7,HSP78,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3745595,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P30771,P32589,NAM7,SSE1,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3806324,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P30771,P46988,NAM7,PFD1,"psi-mi:""MI:0676""(tandem affinity purification)",Gong et al. (2009),pubmed:19536198,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-3738035,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IntAct,-,-,-,-
P16140,P30771,VMA2,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P07259,P30771,URA2,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P02994,P30771,TEF2,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P40150,NAM7,SSB2,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P10592,P30771,SSA2,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.53,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P26783,P30771,RPS5,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P32905,NAM7,RPS0A,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P49626,NAM7,RPL4B,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P49723,NAM7,RNR4,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P41940,NAM7,PSA1,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P06169,P30771,PDC1,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P33892,NAM7,GCN1,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P07149,P30771,FAS1,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P32324,NAM7,EFT2,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P07246,P30771,ADH3,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.44,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P00330,P30771,ADH1,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-802377,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P25554,P30771,SGF29,NAM7,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-786426,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P47017,NAM7,LSM1,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-799714,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P32588,NAM7,PUB1,"psi-mi:""MI:0676""(tandem affinity purification)",Gavin et al. (2006),pubmed:16429126,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-801532,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0082""(peptide massfingerprinting)","psi-mi:""MI:0082""(peptide massfingerprinting)",IntAct,-,-,-,-
P30771,P30822,NAM7,CRM1,"psi-mi:""MI:0096""(pull down)",Kirli et al. (2015),pubmed:26673895,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-11611503|imex:IM-24970-3,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:-1(in vitro),"psi-mi:""MI:0102""(sequence tag identification)","psi-mi:""MI:0102""(sequence tag identification)",IntAct,-,-,-,-
P30771,P48412,NAM7,UPF3,"psi-mi:""MI:0018""(two hybrid)",He et al. (1997),pubmed:9032286,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(mint)",intact:EBI-16420293|imex:IM-27297-1,intact-miscore:0.37,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0078""(nucleotide sequence identification)","psi-mi:""MI:0078""(nucleotide sequence identification)",IMEx,-,-,-,-
P30771,P38798,NAM7,NMD2,"psi-mi:""MI:0018""(two hybrid)",He et al. (1997),pubmed:9032286,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(mint)",intact:EBI-16420336|imex:IM-27297-3,intact-miscore:0.37,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0078""(nucleotide sequence identification)","psi-mi:""MI:0078""(nucleotide sequence identification)",IMEx,-,-,-,-
P29295,P30771,HRR25,NAM7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",A et al. (2010),pubmed:20489023,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(mint)",intact:EBI-2612057|imex:IM-14079-44,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0427""(Identification by mass spectrometry)",IMEx,-,-,-,-
P30771,P39517,NAM7,DHH1,"psi-mi:""MI:0111""(dihydrofolate reductase reconstruction)",Tarassov et al. (2008),pubmed:18467557,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(mint)",intact:EBI-6330711|imex:IM-14275-1526,author score:99.00|intact-miscore:0.37,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0396""(predetermined participant)",IMEx,-,-,-,-
P30771,P53550,NAM7,DCP2,"psi-mi:""MI:0111""(dihydrofolate reductase reconstruction)",Tarassov et al. (2008),pubmed:18467557,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(mint)",intact:EBI-6337845|imex:IM-14275-2174,author score:99.00|intact-miscore:0.37,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0396""(predetermined participant)",IMEx,-,-,-,-
P30771,Q12250,NAM7,RPN5,"psi-mi:""MI:0398""(two hybrid pooling approach)",Ito et al. (2001),pubmed:11283351,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0465""(dip)",intact:EBI-16255856|imex:IM-8298-387|dip:DIP-8001E,ist:1|core:false|intact-miscore:0.37,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:4932,"psi-mi:""MI:0056""(full identification by DNA sequencing)","psi-mi:""MI:0056""(full identification by DNA sequencing)",IMEx,-,-,-,-
P30771,P53741,NAM7,BRE5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",Ossareh-Nazari et al. (2010),pubmed:20508643,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(mint)",intact:EBI-7994013|mint:MINT-7982241|imex:IM-15063-12,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)",IMEx,-,-,-,-
P30771,Q01477,NAM7,UBP3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",Ossareh-Nazari et al. (2010),pubmed:20508643,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(mint)",intact:EBI-7992250|mint:MINT-7981088|imex:IM-15063-11,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0427""(Identification by mass spectrometry)","psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)",IMEx,-,-,-,-
P30771,P39969,NAM7,BOI2,"psi-mi:""MI:0398""(two hybrid pooling approach)",Tonikian et al. (2009),pubmed:19841731,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(mint)",intact:EBI-7374061|mint:MINT-7751898|imex:IM-14080-685,intact-miscore:0.37,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:559292,"psi-mi:""MI:0078""(nucleotide sequence identification)","psi-mi:""MI:0396""(predetermined participant)",IMEx,-,-,-,-
P30771,P30822,NAM7,CRM1,"psi-mi:""MI:0096""(pull down)",Kirli et al. (2015),pubmed:26673895,taxid:559292,taxid:559292,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(intact)",intact:EBI-11611503|imex:IM-24970-3,intact-miscore:0.35,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:-1(in vitro),"psi-mi:""MI:0102""(sequence tag identification)","psi-mi:""MI:0102""(sequence tag identification)",IMEx,-,-,-,-
